 1.43792E-01,  3.81000E-02
 1.43792E-01,  3.81000E-02
 1.32395E-01,  3.81000E-02
 1.32395E-01, -3.81000E-02
 1.43792E-01, -3.81000E-02
 1.43942E-01, -4.70837E-02
 1.44083E-01, -5.60679E-02
 1.44341E-01, -6.50492E-02
 1.44843E-01, -7.40200E-02
 1.45654E-01, -8.29679E-02
 1.46695E-01, -9.18922E-02
 1.47830E-01, -1.00806E-01
 1.48943E-01, -1.09722E-01
 1.49967E-01, -1.18649E-01
 1.50943E-01, -1.27581E-01
 1.51971E-01, -1.36506E-01
 1.53139E-01, -1.45415E-01
 1.54502E-01, -1.54295E-01
 1.56089E-01, -1.63140E-01
 1.57903E-01, -1.71940E-01
 1.59949E-01, -1.80689E-01
 1.62192E-01, -1.89390E-01
 1.64538E-01, -1.98063E-01
 1.66873E-01, -2.06740E-01
 1.69148E-01, -2.15432E-01
 1.71416E-01, -2.24125E-01
 1.73809E-01, -2.32786E-01
 1.76447E-01, -2.41375E-01
 1.79401E-01, -2.49860E-01
 1.82667E-01, -2.58230E-01
 1.86230E-01, -2.66478E-01
 1.90060E-01, -2.74606E-01
 1.94063E-01, -2.82650E-01
 1.98136E-01, -2.90659E-01
 2.02253E-01, -2.98646E-01
 2.06616E-01, -3.06499E-01
 2.11441E-01, -3.14075E-01
 2.16833E-01, -3.21261E-01
 2.22660E-01, -3.28099E-01
 2.28819E-01, -3.34639E-01
 2.35298E-01, -3.40864E-01
 2.42189E-01, -3.46627E-01
 2.49514E-01, -3.51825E-01
 2.57216E-01, -3.56449E-01
 2.65205E-01, -3.60559E-01
 2.73434E-01, -3.64164E-01
 2.81888E-01, -3.67205E-01
 2.90539E-01, -3.69628E-01
 2.99330E-01, -3.71482E-01
 3.08201E-01, -3.72903E-01
 3.17121E-01, -3.73981E-01
 3.26077E-01, -3.74707E-01
 3.35057E-01, -3.74994E-01
 3.44039E-01, -3.74811E-01
 3.53003E-01, -3.74199E-01
 3.61938E-01, -3.73259E-01
 3.70841E-01, -3.72054E-01
 3.79703E-01, -3.70572E-01
 3.88495E-01, -3.68731E-01
 3.97191E-01, -3.66476E-01
 4.05773E-01, -3.63815E-01
 4.14247E-01, -3.60828E-01
 4.22626E-01, -3.57584E-01
 4.30908E-01, -3.54099E-01
 4.39060E-01, -3.50322E-01
 4.47042E-01, -3.46198E-01
 4.54828E-01, -3.41714E-01
 4.62423E-01, -3.36914E-01
 4.69847E-01, -3.31853E-01
 4.77121E-01, -3.26578E-01
